iter	Logloss
0	0.6192631972
1	0.5633654343
2	0.512451975
3	0.4618486103
4	0.4299994017
5	0.3961245888
6	0.3662874322
7	0.3425061075
8	0.3200252684
9	0.2974499652
10	0.2823807064
11	0.2687206268
12	0.250587363
13	0.2442500466
14	0.2342264778
15	0.221501777
16	0.2112511585
17	0.2018206747
18	0.1972928549
19	0.1880373202
20	0.181147864
21	0.1748975578
22	0.1695981026
23	0.1607620591
24	0.157985612
25	0.1546187652
26	0.1494293464
27	0.1454205764
28	0.1415042375
29	0.1377336351
30	0.1330999826
31	0.1293891606
32	0.1250639966
33	0.118390259
34	0.1146509271
35	0.1124193668
36	0.1082936839
37	0.1038226642
38	0.1016438133
39	0.1007500259
40	0.09735946906
41	0.09450655234
42	0.09254933658
43	0.09119828124
44	0.08822174449
45	0.08429898086
46	0.0823747547
47	0.08011501714
48	0.07782191352
49	0.07705370376
50	0.07539688913
51	0.07267358429
52	0.06996307875
53	0.06740759548
54	0.06500408524
55	0.06311409097
56	0.06122744083
57	0.05984753057
58	0.05865780931
59	0.05713930883
60	0.05613480744
61	0.05411939872
62	0.05315345212
63	0.05248024589
64	0.05120186116
65	0.04959926166
66	0.04830832544
67	0.04799071739
68	0.04677293803
69	0.04571006486
70	0.04432323104
71	0.04350089086
72	0.04283387096
73	0.04213066791
74	0.04151689065
75	0.04101169109
76	0.04030954524
77	0.03990598729
78	0.03883777794
79	0.03811150476
80	0.03753688461
81	0.03664905774
82	0.03593189152
83	0.03563060259
84	0.03494436804
85	0.03405358289
86	0.03355905257
87	0.03283458321
88	0.03200788874
89	0.03170427837
90	0.03114524013
91	0.03057590911
92	0.03000282614
93	0.02950209693
94	0.02892606509
95	0.02878416526
96	0.02850872592
97	0.02804266779
98	0.02740863122
99	0.02685371826
100	0.02636943365
101	0.02604801561
102	0.02559859502
103	0.02555695019
104	0.02511320773
105	0.02479996807
106	0.02451838161
107	0.0241059159
108	0.02377533285
109	0.02345461594
110	0.02326152827
111	0.02284169668
112	0.02247312038
113	0.02203626539
114	0.02190962591
115	0.0216897381
116	0.02149779859
117	0.02111197616
118	0.02080524125
119	0.02063437355
120	0.02033011223
121	0.02005019941
122	0.01991759319
123	0.01957415436
124	0.01947169869
125	0.01916060793
126	0.01883133932
127	0.01854386769
128	0.01835616325
129	0.0181539843
130	0.01802907492
131	0.01780741309
132	0.01766825977
133	0.0175394557
134	0.01726687111
135	0.01705263163
136	0.01695822101
137	0.01668251816
138	0.01653554879
139	0.01634609072
140	0.01616906492
141	0.01600982641
142	0.01586140457
143	0.01561830546
144	0.01543279227
145	0.01522662295
146	0.01506931217
147	0.0149273245
148	0.01491190415
149	0.01481202715
150	0.01472577296
151	0.01455355945
152	0.01446855696
153	0.01435523912
154	0.01421260834
155	0.01402767395
156	0.01388363305
157	0.0137588319
158	0.01362010993
159	0.01350542119
160	0.01338636561
161	0.01326250246
162	0.01312102691
163	0.01306930106
164	0.0129421918
165	0.01285879236
166	0.0127314635
167	0.01264617004
168	0.01252911985
169	0.01246227716
170	0.01238299357
171	0.01227699691
172	0.01217085515
173	0.01209023281
174	0.01198536942
175	0.01191253882
176	0.0118812103
177	0.01181212617
178	0.01178302577
179	0.01171396359
180	0.01162305317
181	0.01151189835
182	0.01140602796
183	0.01128686886
184	0.0112124156
185	0.01116953869
186	0.01106955582
187	0.01091461276
188	0.01082483561
189	0.01074453247
190	0.01067675415
191	0.01056074547
192	0.01048830857
193	0.01041393531
194	0.01028984471
195	0.01019343734
196	0.01012560882
197	0.01007701064
198	0.009987884446
199	0.009881344281
200	0.009784685938
201	0.009694099426
202	0.00964532322
203	0.009553087385
204	0.00947512451
205	0.009404420853
206	0.009330997342
207	0.009271315054
208	0.009240967663
209	0.00921286721
210	0.009135429796
211	0.009055381543
212	0.008984762587
213	0.008913830707
214	0.008822343851
215	0.008769607073
216	0.008719194877
217	0.008687431875
218	0.008642206067
219	0.008601017688
220	0.008585013057
221	0.00852895881
222	0.008481844475
223	0.008454776908
224	0.008420692463
225	0.008364936239
226	0.008299658957
227	0.008235467108
228	0.008168371884
229	0.008135270916
230	0.008061845052
231	0.008031156502
232	0.007968478297
233	0.007962958593
234	0.007904155474
235	0.007859598649
236	0.007760948256
237	0.007699165689
238	0.007657064419
239	0.007626691931
240	0.007573896333
241	0.007555130281
242	0.007485752827
243	0.007458953481
244	0.007439855682
245	0.007382556012
246	0.007305226828
247	0.007262457358
248	0.007220146687
249	0.007178188939
250	0.007130908339
251	0.007085974279
252	0.007030658816
253	0.007015767066
254	0.006997109244
255	0.00694078207
256	0.00691873541
257	0.006866669969
258	0.006824757708
259	0.006791794771
260	0.006766940418
261	0.006739144263
262	0.006698399782
263	0.006648182869
264	0.006617066107
265	0.006589280932
266	0.006544765673
267	0.006506012459
268	0.006484037951
269	0.006455787703
270	0.006439839147
271	0.006405003369
272	0.006379913343
273	0.006338138721
274	0.006300076058
275	0.006275884415
276	0.006239868701
277	0.006238605631
278	0.006220821879
279	0.006204637258
280	0.006183674853
281	0.006141128901
282	0.006100733421
283	0.006071519695
284	0.006033975043
285	0.005992322768
286	0.00596552303
287	0.005902410338
288	0.005863564579
289	0.00583971331
290	0.005803203112
291	0.005765043591
292	0.005723039571
293	0.005697359772
294	0.005680688118
295	0.005646896205
296	0.005626333387
297	0.005586821782
298	0.00556837336
299	0.005543102559
